"X","B","Y","U2"
14,11,18.5,3
25,16.5,21.25,3
12,11,8.5,4
7,19.5,19.75,15
20,23,12.5,12
17,14.5,18.25,5
22,19,19.5,7
16,23,24.5,14
14,16,17,8
19,17.5,14.75,7
5,15.5,19.75,12
20,26,19,15
21,18.5,11.25,7
21,24.5,13.25,13
20,23,24.5,12
5,16.5,17.25,13
25,19.5,17.75,6
10,13,10.5,7
18,16,14,6
13,15.5,18.75,8
15,11.5,8.75,3
7,17.5,20.75,13
14,16,22,8
13,20.5,11.25,13
17,20.5,16.25,11
7,10.5,14.25,6
16,24,19,15
17,16.5,14.25,7
15,16.5,23.25,8
15,16.5,14.25,8
17,24.5,22.25,15
19,18.5,15.25,8
28,27,17.5,12
27,21.5,18.75,7
18,21,24.5,11
19,24.5,23.25,14
11,11.5,20.75,5
23,27.5,28.75,15
20,14,20,3
18,22,13,12
6,17,23.5,13
2,11,12.5,9
9,18.5,22.25,13
8,20,15,15
14,12,16,4
5,13.5,11.75,10
23,21.5,20.75,9
9,15.5,17.75,10
18,24,18,14
12,15,14.5,8
23,20.5,13.25,8
7,18.5,16.25,14
19,25.5,17.75,15
14,16,19,8
11,7.5,16.75,1
8,19,11.5,14
9,14.5,14.25,9
20,23,26.5,12
13,20.5,15.25,13
9,13.5,20.75,8
10,18,11,12
17,23.5,22.75,14
17,19.5,22.75,10
29,18.5,11.25,3
14,16,14,8
26,19,21.5,5
25,20.5,15.25,7
8,17,21.5,12
14,22,12,14
14,12,14,4
10,19,14.5,13
3,11.5,13.75,9
23,22.5,24.25,10
22,17,10.5,5
3,16.5,15.25,14
22,17,9.5,5
29,18.5,19.25,3
20,13,9.5,2
23,19.5,20.75,7
2,12,16,10
19,25.5,22.75,15
8,10,14,5
15,17.5,23.75,9
17,10.5,12.25,1
7,12.5,8.25,8
22,24,22,12
15,20.5,22.25,12
21,20.5,11.25,9
26,22,19,8
12,15,9.5,8
15,10.5,11.25,2
18,17,19.5,7
10,14,9,8
23,14.5,9.25,2
18,13,10.5,3
28,21,21.5,6
9,10.5,6.25,5
17,11.5,9.75,2
27,27.5,26.75,13
12,18,14,11
22,25,22.5,13
16,23,21.5,14
11,13.5,15.75,7
14,19,13.5,11
29,23.5,17.75,8
14,17,17.5,9
18,14,8,4
12,16,19,9
21,26.5,19.25,15
9,19.5,20.75,14
17,14.5,13.25,5
7,6.5,12.25,2
24,19,22.5,6
15,19.5,10.75,11
15,13.5,11.75,5
16,13,21.5,4
18,21,18.5,11
12,8,19,1
16,21,21.5,12
17,10.5,19.25,1
12,18,20,11
15,21.5,18.75,13
29,22.5,15.25,7
8,13,19.5,8
15,10.5,19.25,2
4,17,10.5,14
14,22,22,14
16,22,21,13
16,12,21,3
18,22,12,12
12,14,9,7
13,20.5,23.25,13
21,22.5,20.25,11
23,25.5,17.75,13
20,12,16,1
10,10,15,4
24,26,28,13
21,26.5,15.25,15
20,15,21.5,4
12,19,22.5,12
21,24.5,24.25,13
19,15.5,20.75,5
20,22,13,11
9,10.5,18.25,5
17,17.5,17.75,8
11,9.5,5.75,3
28,21,18.5,6
18,16,18,6
15,14.5,17.25,6
16,15,16.5,6
12,22,21,15
18,15,10.5,5
4,8,12,5
20,15,21.5,4
8,13,15.5,8
16,17,23.5,8
20,14,12,3
9,13.5,18.75,8
3,4.5,6.25,2
12,9,10.5,2
22,14,18,2
15,21.5,22.75,13
9,14.5,10.25,9
23,19.5,18.75,7
25,21.5,23.75,8
25,28.5,29.25,15
29,18.5,11.25,3
16,21,24.5,12
13,8.5,18.25,1
30,23,18.5,7
3,8.5,5.25,6
16,20,21,11
18,23,12.5,13
15,23.5,22.75,15
18,23,21.5,13
20,18,15,7
11,14.5,9.25,8
15,22.5,26.25,14
25,16.5,17.25,3
16,12,7,3
16,15,14.5,6
19,14.5,17.25,4
24,20,24,7
14,16,16,8
12,16,22,9
13,17.5,19.75,10
21,20.5,20.25,9
26,18,14,4
20,25,23.5,14
26,21,15.5,7
13,9.5,18.75,2
20,14,17,3
20,24,27,13
5,4.5,12.25,1
19,22.5,18.25,12
22,23,23.5,11
25,25.5,18.75,12
8,20,11,15
13,21.5,24.75,14
17,22.5,21.25,13
12,19,24.5,12
17,11.5,13.75,2
16,13,12.5,4
27,18.5,24.25,4
12,12,21,5
13,15.5,15.75,8
20,20,21,9
19,14.5,10.25,4
20,26,21,15
8,12,13,7
13,13.5,11.75,6
15,22.5,23.25,14
23,23.5,13.75,11
12,13,18.5,6
14,9,8.5,1
11,16.5,9.25,10
17,15.5,21.75,6
8,18,12,13
10,9,15.5,3
14,21,15.5,13
6,6,18,2
12,22,14,15
20,19,23.5,8
10,8,17,2
4,8,14,5
6,16,20,12
3,8.5,9.25,6
6,8,12,4
16,14,21,5
15,9.5,18.75,1
23,13.5,7.75,1
14,11,15.5,3
23,19.5,20.75,7
11,12.5,20.25,6
15,9.5,19.75,1
25,25.5,26.75,12
14,20,19,12
13,11.5,11.75,4
17,18.5,11.25,9
15,16.5,22.25,8
17,22.5,19.25,13
10,7,11.5,1
9,19.5,16.75,14
20,15,16.5,4
18,14,9,4
18,22,12,12
24,27,15.5,14
29,17.5,16.75,2
26,17,20.5,3
16,12,10,3
10,21,25.5,15
8,9,9.5,4
6,19,12.5,15
14,21,18.5,13
18,24,18,14
20,14,15,3
15,21.5,21.75,13
9,13.5,17.75,8
19,25.5,18.75,15
10,7,18.5,1
24,22,18,9
12,20,17,13
17,12.5,11.25,3
10,10,6,4
13,9.5,5.75,2
16,17,23.5,8
5,5.5,8.75,2
22,18,12,6
4,18,10,15
13,21.5,18.75,14
16,22,23,13
20,20,20,9
26,29,18.5,15
14,13,14.5,5
22,26,14,14
4,12,12,9
11,20.5,19.25,14
30,25,18.5,9
25,19.5,13.75,6
11,15.5,21.75,9
17,11.5,15.75,2
27,17.5,22.75,3
5,15.5,15.75,12
10,20,21,14
28,23,13.5,8
9,7.5,13.75,2
21,21.5,14.75,10
15,9.5,10.75,1
17,20.5,19.25,11
20,12,15,1
13,22.5,25.25,15
17,19.5,11.75,10
17,19.5,13.75,10
13,11.5,8.75,4
21,23.5,17.75,12
11,17.5,20.75,11
23,15.5,20.75,3
23,14.5,18.25,2
20,26,19,15
7,19.5,24.75,15
21,20.5,23.25,9
19,25.5,26.75,15
13,18.5,14.25,11
25,15.5,18.75,2
11,14.5,19.25,8
20,16,14,5
10,14,18,8
19,24.5,23.25,14
17,17.5,21.75,8
11,14.5,20.25,8
11,19.5,19.75,13
21,13.5,12.75,2
19,22.5,19.25,12
14,13,8.5,5
13,11.5,16.75,4
15,17.5,11.75,9
11,19.5,19.75,13
7,5.5,8.75,1
22,16,15,4
15,10.5,19.25,2
21,22.5,23.25,11
15,13.5,9.75,5
26,18,17,4
8,7,4.5,2
10,15,21.5,9
9,16.5,20.25,11
24,20,15,7
25,19.5,17.75,6
12,13,17.5,6
25,18.5,24.25,5
28,18,16,3
23,17.5,10.75,5
14,17,15.5,9
15,18.5,18.25,10
13,19.5,21.75,12
19,11.5,14.75,1
21,20.5,24.25,9
16,21,16.5,12
7,7.5,15.75,3
20,17,20.5,6
10,13,17.5,7
18,15,16.5,5
26,21,19.5,7
18,15,10.5,5
21,25.5,13.75,14
22,17,19.5,5
12,16,21,9
14,13,14.5,5
25,24.5,13.25,11
11,17.5,13.75,11
18,22,22,12
18,17,11.5,7
13,10.5,8.25,3
14,19,20.5,11
20,20,14,9
7,10.5,10.25,6
21,13.5,18.75,2
14,22,26,14
8,7,16.5,2
17,10.5,13.25,1
19,21.5,24.75,11
6,5,4.5,1
26,24,26,10
9,8.5,17.25,3
12,13,16.5,6
10,8,18,2
23,24.5,22.25,12
24,14,8,1
14,11,11.5,3
20,19,18.5,8
26,20,21,6
11,15.5,8.75,9
26,22,19,8
10,21,16.5,15
25,23.5,22.75,10
12,18,12,11
6,15,13.5,11
8,6,14,1
6,19,17.5,15
15,22.5,25.25,14
16,20,18,11
28,26,26,11
19,25.5,15.75,15
17,15.5,8.75,6
19,20.5,23.25,10
11,10.5,7.25,4
20,25,23.5,14
18,16,15,6
13,17.5,16.75,10
12,13,14.5,6
15,20.5,16.25,12
6,7,12.5,3
23,17.5,11.75,5
9,12.5,20.25,7
17,15.5,13.75,6
11,8.5,7.25,2
23,27.5,26.75,15
19,15.5,14.75,5
15,12.5,16.25,4
19,24.5,14.25,14
20,22,17,11
18,11,18.5,1
20,12,17,1
2,9,5.5,7
22,15,11.5,3
21,19.5,10.75,8
27,27.5,20.75,13
13,9.5,14.75,2
11,20.5,19.25,14
20,13,16.5,2
6,7,8.5,3
5,4.5,13.25,1
24,25,27.5,12
25,21.5,25.75,8
10,7,10.5,1
12,11,11.5,4
17,21.5,25.75,12
25,23.5,15.75,10
12,13,17.5,6
16,17,9.5,8
12,21,11.5,14
7,18.5,15.25,14
18,14,12,4
10,17,11.5,11
6,7,10.5,3
18,21,24.5,11
19,23.5,23.75,13
24,18,14,5
14,21,19.5,13
21,23.5,12.75,12
19,20.5,22.25,10
18,12,7,2
17,19.5,11.75,10
13,17.5,18.75,10
17,18.5,13.25,9
11,8.5,6.25,2
4,8,15,5
7,11.5,10.75,7
19,20.5,11.25,10
18,15,21.5,5
9,11.5,19.75,6
19,20.5,20.25,10
7,14.5,9.25,10
10,21,25.5,15
12,20,24,13
5,11.5,14.75,8
24,26,20,13
17,14.5,10.25,5
23,25.5,18.75,13
7,6.5,10.25,2
16,10,18,1
22,24,23,12
29,23.5,21.75,8
13,18.5,14.25,11
19,24.5,15.25,14
8,7,15.5,2
29,21.5,16.75,6
17,15.5,22.75,6
22,16,11,4
7,6.5,13.25,2
23,19.5,21.75,7
16,22,21,13
21,17.5,16.75,6
16,20,18,11
18,12,10,2
22,17,16.5,5
14,20,24,12
21,19.5,10.75,8
18,11,17.5,1
21,14.5,10.25,3
14,11,16.5,3
27,25.5,26.75,11
5,13.5,8.75,10
11,21.5,22.75,15
12,8,8,1
15,13.5,14.75,5
8,17,12.5,12
16,24,22,15
22,27,26.5,15
13,14.5,17.25,7
13,11.5,13.75,4
18,13,19.5,3
29,19.5,13.75,4
17,20.5,23.25,11
13,18.5,17.25,11
21,23.5,12.75,12
16,13,10.5,4
19,16.5,13.25,6
10,18,13,12
9,11.5,12.75,6
6,18,23,14
26,21,21.5,7
8,11,11.5,6
14,22,12,14
18,19,15.5,9
14,13,8.5,5
15,12.5,7.25,4
17,23.5,19.75,14
4,4,17,1
14,12,10,4
13,9.5,14.75,2
21,23.5,24.75,12
11,11.5,12.75,5
27,27.5,25.75,13
8,17,20.5,12
15,22.5,21.25,14
14,19,19.5,11
8,16,9,11
25,14.5,13.25,1
11,21.5,24.75,15
23,15.5,19.75,3
18,12,8,2
14,22,23,14
22,16,22,4
17,24.5,24.25,15
23,25.5,25.75,13
10,8,10,2
14,17,10.5,9
20,20,22,9
20,23,14.5,12
20,15,12.5,4
24,15,18.5,2
19,14.5,14.25,4
6,5,3.5,1
10,10,13,4
29,30.5,23.25,15
18,11,20.5,1
16,24,19,15
14,9,16.5,1
8,20,23,15
17,20.5,24.25,11
19,18.5,24.25,8
18,20,19,10
12,16,16,9
11,12.5,18.25,6
29,25.5,27.75,10
10,7,9.5,1
10,11,10.5,5
9,13.5,20.75,8
22,24,17,12
12,9,11.5,2
15,16.5,19.25,8
19,16.5,20.25,6
4,14,22,11
23,21.5,18.75,9
6,8,5,4
8,6,13,1
3,16.5,11.25,14
4,15,18.5,12
6,8,15,4
18,21,17.5,11
21,26.5,23.25,15
19,14.5,20.25,4
14,9,7.5,1
10,20,20,14
9,7.5,15.75,2
11,17.5,20.75,11
14,18,17,10
17,13.5,11.75,4
5,17.5,10.75,14
12,10,6,3
24,15,16.5,2
9,11.5,7.75,6
23,25.5,19.75,13
2,7,12.5,5
18,15,13.5,5
21,23.5,12.75,12
18,15,14.5,5
11,7.5,18.75,1
26,28,25,14
6,10,15,6
17,17.5,21.75,8
10,21,17.5,15
7,11.5,16.75,7
16,20,11,11
7,12.5,16.25,8
9,20.5,21.25,15
9,20.5,21.25,15
9,14.5,19.25,9
21,19.5,10.75,8
14,16,12,8
18,11,13.5,1
11,10.5,20.25,4
7,6.5,17.25,2
9,11.5,9.75,6
12,21,14.5,14
14,15,19.5,7
23,18.5,22.25,6
19,22.5,22.25,12
25,16.5,20.25,3
24,20,20,7
7,13.5,18.75,9
16,18,16,9
7,14.5,17.25,10
14,12,20,4
23,13.5,20.75,1
24,22,21,9
19,25.5,17.75,15
19,12.5,17.25,2
16,23,23.5,14
20,12,8,1
18,14,22,4
21,19.5,17.75,8
12,11,13.5,4
11,11.5,8.75,5
9,15.5,9.75,10
23,21.5,12.75,9
14,15,21.5,7
5,14.5,22.25,11
11,7.5,4.75,1
16,16,12,7
11,20.5,25.25,14
16,14,16,5
12,9,19.5,2
21,24.5,23.25,13
23,20.5,24.25,8
22,13,20.5,1
12,21,18.5,14
17,13.5,13.75,4
24,18,22,5
23,25.5,16.75,13
8,8,13,3
18,20,21,10
16,15,17.5,6
23,22.5,19.25,10
14,10,17,2
4,4,12,1
17,17.5,21.75,8
15,18.5,14.25,10
14,10,7,2
24,24,26,11
16,16,20,7
9,7.5,10.75,2
12,22,15,15
18,21,23.5,11
14,12,11,4
12,17,23.5,10
8,7,17.5,2
16,15,16.5,6
8,19,13.5,14
9,15.5,8.75,10
13,13.5,10.75,6
19,11.5,12.75,1
29,18.5,19.25,3
2,7,10.5,5
21,19.5,21.75,8
8,15,19.5,10
4,4,10,1
22,23,18.5,11
12,10,13,3
21,20.5,17.25,9
5,8.5,13.25,5
15,17.5,23.75,9
21,16.5,22.25,5
16,15,21.5,6
6,15,18.5,11
17,16.5,11.25,7
16,22,13,13
7,12.5,14.25,8
12,13,12.5,6
21,15.5,20.75,4
18,11,18.5,1
29,25.5,27.75,10
15,9.5,15.75,1
19,18.5,10.25,8
8,20,23,15
19,21.5,12.75,11
13,10.5,6.25,3
18,17,12.5,7
18,25,27.5,15
22,15,11.5,3
11,13.5,11.75,7
17,21.5,16.75,12
5,7.5,9.75,4
5,11.5,20.75,8
17,16.5,23.25,7
13,21.5,24.75,14
24,26,19,13
19,17.5,20.75,7
17,22.5,15.25,13
24,25,26.5,12
10,10,20,4
13,12.5,17.25,5
24,24,19,11
11,12.5,9.25,6
19,25.5,25.75,15
17,13.5,8.75,4
16,15,12.5,6
15,16.5,10.25,8
6,15,11.5,11
14,10,18,2
20,22,12,11
17,22.5,26.25,13
25,19.5,20.75,6
8,12,10,7
9,20.5,22.25,15
14,13,12.5,5
14,9,5.5,1
23,17.5,13.75,5
19,25.5,27.75,15
12,14,11,7
25,15.5,21.75,2
15,12.5,8.25,4
22,26,16,14
15,15.5,17.75,7
9,10.5,8.25,5
9,15.5,18.75,10
21,12.5,7.25,1
18,23,19.5,13
11,13.5,11.75,7
22,20,23,8
15,14.5,14.25,6
14,11,20.5,3
22,16,13,4
28,29,17.5,14
19,19.5,18.75,9
18,25,23.5,15
22,24,25,12
12,12,15,5
9,8.5,10.25,3
16,20,25,11
16,10,19,1
17,22.5,24.25,13
22,27,15.5,15
28,16,20,1
13,13.5,10.75,6
18,25,18.5,15
15,13.5,9.75,5
14,22,16,14
17,22.5,25.25,13
7,14.5,11.25,10
22,26,19,14
16,12,20,3
22,15,15.5,3
14,20,19,12
6,10,10,6
25,26.5,24.25,13
15,20.5,11.25,12
16,18,12,9
12,12,18,5
16,14,12,5
29,28.5,21.25,13
23,17.5,10.75,5
8,17,17.5,12
13,21.5,18.75,14
12,18,23,11
14,13,11.5,5
17,20.5,20.25,11
21,24.5,21.25,13
18,17,17.5,7
19,23.5,21.75,13
15,21.5,23.75,13
20,25,23.5,14
17,22.5,24.25,13
15,15.5,17.75,7
21,23.5,15.75,12
26,18,21,4
7,6.5,15.25,2
15,11.5,17.75,3
27,28.5,18.25,14
12,12,18,5
11,9.5,10.75,3
19,17.5,17.75,7
16,22,14,13
18,15,19.5,5
7,13.5,19.75,9
6,15,15.5,11
8,8,8,3
18,15,22.5,5
16,16,22,7
12,10,9,3
16,14,10,5
10,7,6.5,1
15,21.5,11.75,13
3,7.5,12.75,5
17,13.5,16.75,4
18,20,21,10
9,10.5,7.25,5
10,10,20,4
22,13,16.5,1
17,22.5,17.25,13
22,19,13.5,7
13,17.5,10.75,10
19,12.5,20.25,2
18,16,21,6
22,24,19,12
16,23,21.5,14
8,16,13,11
23,26.5,25.25,14
28,26,22,11
19,19.5,15.75,9
19,21.5,17.75,11
8,6,11,1
16,13,9.5,4
19,20.5,14.25,10
23,26.5,14.25,14
10,13,8.5,7
11,16.5,12.25,10
12,13,7.5,6
8,9,7.5,4
25,17.5,15.75,4
10,9,10.5,3
15,9.5,14.75,1
14,23,21.5,15
9,11.5,10.75,6
23,16.5,15.25,4
18,13,8.5,3
22,21,21.5,9
7,8.5,15.25,4
12,21,14.5,14
15,20.5,25.25,12
23,26.5,22.25,14
4,17,11.5,14
14,9,17.5,1
13,11.5,9.75,4
12,14,19,7
12,15,10.5,8
16,18,23,9
14,10,12,2
9,15.5,11.75,10
18,16,12,6
19,12.5,8.25,2
14,16,23,8
18,15,21.5,5
13,14.5,12.25,7
6,13,9.5,9
12,18,16,11
18,12,19,2
14,21,11.5,13
29,16.5,23.25,1
16,11,16.5,2
5,9.5,18.75,6
6,10,13,6
15,13.5,19.75,5
25,20.5,11.25,7
20,21,17.5,10
22,15,9.5,3
12,14,14,7
19,11.5,6.75,1
21,19.5,14.75,8
16,14,21,5
22,19,17.5,7
19,22.5,19.25,12
14,16,21,8
16,21,20.5,12
23,26.5,15.25,14
21,14.5,14.25,3
19,12.5,7.25,2
16,23,22.5,14
22,26,17,14
25,26.5,24.25,13
12,19,16.5,12
13,12.5,21.25,5
7,7.5,12.75,3
17,24.5,22.25,15
15,10.5,20.25,2
30,25,20.5,9
13,13.5,19.75,6
12,20,14,13
23,13.5,10.75,1
17,11.5,6.75,2
20,12,9,1
18,25,27.5,15
24,26,28,13
22,18,21,6
28,22,19,7
17,18.5,24.25,9
19,23.5,23.75,13
8,17,18.5,12
3,16.5,16.25,14
22,26,19,14
10,11,17.5,5
9,18.5,17.25,13
11,7.5,15.75,1
13,14.5,17.25,7
17,16.5,9.25,7
26,26,16,12
24,18,20,5
17,22.5,13.25,13
8,10,20,5
20,26,23,15
28,20,20,5
10,17,14.5,11
20,13,16.5,2
4,15,16.5,12
19,16.5,23.25,6
7,5.5,9.75,1
11,10.5,16.25,4
26,21,24.5,7
16,19,19.5,10
16,17,19.5,8
7,7.5,7.75,3
20,18,16,7
11,21.5,22.75,15
28,27,15.5,12
22,18,17,6
27,18.5,22.25,4
25,27.5,26.75,14
11,10.5,15.25,4
19,15.5,17.75,5
7,13.5,12.75,9
29,26.5,20.25,11
22,25,19.5,13
20,19,22.5,8
4,16,17,13
25,27.5,22.75,14
14,18,17,10
15,14.5,12.25,6
11,10.5,6.25,4
22,15,19.5,3
10,20,15,14
20,14,10,3
14,12,9,4
13,12.5,19.25,5
20,16,17,5
17,10.5,20.25,1
23,13.5,9.75,1
27,26.5,21.25,12
22,23,13.5,11
13,12.5,18.25,5
13,14.5,16.25,7
14,10,12,2
15,12.5,10.25,4
22,16,17,4
19,12.5,15.25,2
18,25,17.5,15
11,14.5,9.25,8
12,22,26,15
11,12.5,7.25,6
23,26.5,22.25,14
20,25,17.5,14
16,16,18,7
16,23,15.5,14
14,17,12.5,9
18,23,17.5,13
16,23,19.5,14
9,14.5,17.25,9
18,18,14,8
13,22.5,23.25,15
20,25,16.5,14
21,19.5,11.75,8
27,22.5,15.25,8
14,10,16,2
19,22.5,14.25,12
22,18,23,6
26,15,12.5,1
23,26.5,25.25,14
14,14,17,6
17,23.5,13.75,14
18,21,24.5,11
15,19.5,10.75,11
25,20.5,22.25,7
17,14.5,12.25,5
14,12,11,4
17,18.5,21.25,9
6,12,12,8
20,15,22.5,4
18,21,15.5,11
24,27,18.5,14
14,12,18,4
16,20,12,11
9,13.5,16.75,8
12,17,17.5,10
15,15.5,10.75,7
15,23.5,16.75,15
23,14.5,19.25,2
4,7,12.5,4
14,12,20,4
19,17.5,11.75,7
25,23.5,17.75,10
26,15,20.5,1
14,17,21.5,9
18,19,13.5,9
16,19,13.5,10
2,17,19.5,15
15,22.5,24.25,14
9,7.5,13.75,2
15,19.5,23.75,11
16,21,14.5,12
16,17,15.5,8
16,24,13,15
12,18,18,11
6,12,13,8
15,22.5,14.25,14
16,23,24.5,14
12,14,13,7
13,22.5,12.25,15
8,18,24,13
8,19,23.5,14
19,19.5,23.75,9
18,12,12,2
18,19,12.5,9
6,6,5,2
24,19,11.5,6
27,29.5,18.75,15
22,16,13,4
26,18,11,4
21,17.5,12.75,6
12,22,18,15
12,21,12.5,14
18,15,17.5,5
14,21,13.5,13
6,19,11.5,15
11,17.5,10.75,11
10,12,9,6
24,27,25.5,14
6,9,12.5,5
18,18,13,8
21,19.5,16.75,8
24,24,20,11
14,17,10.5,9
21,23.5,23.75,12
14,12,19,4
9,6.5,5.25,1
20,15,18.5,4
26,27,17.5,13
14,10,15,2
15,19.5,22.75,11
10,17,16.5,11
21,24.5,14.25,13
19,12.5,17.25,2
21,13.5,10.75,2
23,13.5,14.75,1
10,17,15.5,11
18,24,17,14
12,8,10,1
21,15.5,17.75,4
15,13.5,14.75,5
11,8.5,19.25,2
7,6.5,6.25,2
12,10,18,3
8,14,12,9
6,17,12.5,13
16,11,6.5,2
11,10.5,19.25,4
17,10.5,14.25,1
21,17.5,10.75,6
22,26,19,14
8,11,20.5,6
14,23,17.5,15
23,23.5,25.75,11
7,12.5,11.25,8
9,18.5,21.25,13
10,14,18,8
16,20,16,11
18,14,17,4
12,16,23,9
18,14,15,4
14,13,13.5,5
11,21.5,16.75,15
13,14.5,22.25,7
25,18.5,24.25,5
20,18,11,7
22,18,15,6
16,16,23,7
9,6.5,13.25,1
21,26.5,19.25,15
8,11,20.5,6
24,26,26,13
27,27.5,14.75,13
5,6.5,5.25,3
8,16,9,11
20,16,16,5
13,8.5,8.25,1
19,24.5,17.25,14
18,25,17.5,15
17,14.5,9.25,5
22,18,15,6
26,15,16.5,1
13,16.5,21.25,9
20,14,14,3
16,24,27,15
15,10.5,17.25,2
15,12.5,12.25,4
8,12,7,7
22,26,20,14
9,9.5,18.75,4
17,14.5,10.25,5
9,12.5,16.25,7
8,8,5,3
15,18.5,19.25,10
23,14.5,8.25,2
12,12,16,5
9,17.5,22.75,12
15,9.5,12.75,1
21,19.5,10.75,8
12,22,26,15
22,27,25.5,15
26,25,26.5,11
19,15.5,8.75,5
15,13.5,8.75,5
22,20,24,8
10,18,22,12
20,19,23.5,8
14,10,18,2
14,23,26.5,15
22,18,14,6
21,17.5,17.75,6
5,8.5,15.25,5
26,20,22,6
14,14,21,6
15,21.5,15.75,13
14,23,13.5,15
20,18,21,7
10,15,9.5,9
5,15.5,18.75,12
16,14,21,5
8,11,18.5,6
14,22,13,14
16,10,11,1
13,20.5,24.25,13
23,18.5,22.25,6
16,23,15.5,14
8,13,9.5,8
9,18.5,22.25,13
26,27,21.5,13
20,21,16.5,10
13,15.5,18.75,8
18,21,14.5,11
20,25,21.5,14
19,13.5,7.75,3
4,15,21.5,12
19,15.5,8.75,5
18,13,11.5,3
11,20.5,22.25,14
21,12.5,16.25,1
28,26,24,11
10,10,6,4
8,9,14.5,4
22,20,17,8
13,15.5,12.75,8
14,16,21,8
22,21,21.5,9
15,11.5,7.75,3
22,15,11.5,3
12,13,13.5,6
20,21,21.5,10
20,15,19.5,4
9,12.5,14.25,7
17,23.5,15.75,14
19,17.5,19.75,7
20,12,11,1
20,19,19.5,8
10,9,10.5,3
6,8,19,4
26,18,20,4
19,17.5,10.75,7
22,16,20,4
18,20,24,10
18,19,24.5,9
2,12,10,10
9,10.5,9.25,5
11,18.5,24.25,12
19,18.5,19.25,8
17,21.5,13.75,12
16,22,26,13
21,15.5,10.75,4
7,9.5,18.75,5
21,18.5,20.25,7
15,16.5,17.25,8
19,15.5,11.75,5
20,15,8.5,4
12,8,10,1
28,18,17,3
16,23,17.5,14
9,8.5,8.25,3
11,15.5,13.75,9
9,9.5,17.75,4
14,14,19,6
15,22.5,20.25,14
10,12,12,6
9,19.5,23.75,14
14,17,23.5,9
23,14.5,13.25,2
13,19.5,15.75,12
17,21.5,17.75,12
18,22,14,12
18,23,19.5,13
12,15,22.5,8
16,23,25.5,14
13,18.5,19.25,11
19,18.5,20.25,8
8,6,5,1
12,10,9,3
27,24.5,26.25,10
14,23,20.5,15
29,18.5,12.25,3
27,26.5,19.25,12
23,26.5,26.25,14
15,18.5,15.25,10
24,14,19,1
16,10,17,1
16,16,16,7
14,13,17.5,5
11,18.5,21.25,12
23,24.5,23.25,12
13,19.5,19.75,12
11,7.5,16.75,1
10,18,22,12
13,19.5,16.75,12
17,20.5,16.25,11
22,14,18,2
15,15.5,9.75,7
10,20,21,14
12,19,24.5,12
17,14.5,15.25,5
13,11.5,13.75,4
11,10.5,8.25,4
12,19,17.5,12
12,9,16.5,2
13,11.5,11.75,4
24,24,26,11
20,20,18,9
22,14,18,2
9,10.5,19.25,5
24,22,20,9
8,20,11,15
15,15.5,17.75,7
11,8.5,19.25,2
24,26,25,13
18,22,18,12
7,8.5,16.25,4
18,25,23.5,15
10,14,8,8
19,19.5,14.75,9
30,27,14.5,11
22,21,25.5,9
15,14.5,20.25,6
14,11,9.5,3
17,10.5,13.25,1
29,20.5,19.25,5
18,15,18.5,5
12,19,17.5,12
17,21.5,16.75,12
8,11,19.5,6
10,21,15.5,15
20,19,21.5,8
8,20,19,15
12,9,10.5,2
22,20,24,8
12,20,21,13
18,25,25.5,15
20,18,10,7
16,11,19.5,2
13,14.5,8.25,7
15,22.5,26.25,14
17,24.5,24.25,15
19,21.5,15.75,11
13,15.5,16.75,8
20,20,18,9
14,17,19.5,9
16,15,20.5,6
14,15,14.5,7
18,22,15,12
17,17.5,13.75,8
15,21.5,22.75,13
28,29,29.5,14
16,13,19.5,4
22,27,15.5,15
21,16.5,23.25,5
16,15,18.5,6
13,13.5,13.75,6
17,12.5,12.25,3
18,17,21.5,7
19,12.5,10.25,2
14,9,9.5,1
6,13,9.5,9
3,17.5,13.75,15
17,19.5,12.75,10
11,19.5,11.75,13
13,22.5,21.25,15
10,11,6.5,5
4,5,6.5,2
14,22,12,14
14,23,26.5,15
26,26,28,12
27,16.5,10.25,2
5,14.5,15.25,11
15,11.5,11.75,3
25,14.5,14.25,1
22,24,26,12
16,19,11.5,10
18,13,18.5,3
29,17.5,12.75,2
18,13,8.5,3
22,14,16,2
15,10.5,9.25,2
10,14,15,8
8,17,18.5,12
11,7.5,11.75,1
15,22.5,22.25,14
21,15.5,16.75,4
3,17.5,16.75,15
3,5.5,15.75,3
10,16,12,10
6,15,20.5,11
9,15.5,20.75,10
6,10,12,6
19,24.5,16.25,14
12,11,19.5,4
20,16,21,5
18,22,21,12
18,25,18.5,15
14,23,26.5,15
9,17.5,21.75,12
29,20.5,21.25,5
19,20.5,15.25,10
22,14,18,2
10,10,9,4
23,13.5,17.75,1
21,19.5,20.75,8
10,18,12,12
6,9,7.5,5
16,18,21,9
15,11.5,15.75,3
9,14.5,13.25,9
16,15,12.5,6
29,16.5,9.25,1
2,11,16.5,9
10,17,9.5,11
4,6,17,3
12,22,19,15
18,20,15,10
4,13,16.5,10
20,20,17,9
23,20.5,24.25,8
11,8.5,18.25,2
20,20,21,9
30,31,23.5,15
14,11,17.5,3
16,24,19,15
13,18.5,15.25,11
15,16.5,19.25,8
17,18.5,12.25,9
19,17.5,11.75,7
12,18,21,11
17,20.5,18.25,11
13,9.5,9.75,2
13,18.5,13.25,11
22,13,7.5,1
12,13,19.5,6
18,24,17,14
19,14.5,16.25,4
