"X","B","Y"
22,16,17
19,12.5,15.25
18,25,17.5
11,14.5,9.25
12,22,26
11,12.5,7.25
23,26.5,22.25
20,25,17.5
16,16,18
16,23,15.5
14,17,12.5
18,23,17.5
16,23,19.5
9,14.5,17.25
18,18,14
13,22.5,23.25
20,25,16.5
21,19.5,11.75
27,22.5,15.25
14,10,16
19,22.5,14.25
22,18,23
26,15,12.5
23,26.5,25.25
14,14,17
17,23.5,13.75
18,21,24.5
15,19.5,10.75
25,20.5,22.25
17,14.5,12.25
14,12,11
17,18.5,21.25
6,12,12
20,15,22.5
18,21,15.5
24,27,18.5
14,12,18
16,20,12
9,13.5,16.75
12,17,17.5
15,15.5,10.75
15,23.5,16.75
23,14.5,19.25
4,7,12.5
14,12,20
19,17.5,11.75
25,23.5,17.75
26,15,20.5
14,17,21.5
18,19,13.5
16,19,13.5
2,17,19.5
15,22.5,24.25
9,7.5,13.75
15,19.5,23.75
16,21,14.5
16,17,15.5
16,24,13
12,18,18
6,12,13
15,22.5,14.25
16,23,24.5
12,14,13
13,22.5,12.25
8,18,24
8,19,23.5
19,19.5,23.75
18,12,12
18,19,12.5
6,6,5
24,19,11.5
27,29.5,18.75
22,16,13
26,18,11
21,17.5,12.75
12,22,18
12,21,12.5
18,15,17.5
14,21,13.5
6,19,11.5
11,17.5,10.75
10,12,9
24,27,25.5
6,9,12.5
18,18,13
21,19.5,16.75
24,24,20
14,17,10.5
21,23.5,23.75
14,12,19
9,6.5,5.25
20,15,18.5
26,27,17.5
14,10,15
15,19.5,22.75
10,17,16.5
21,24.5,14.25
19,12.5,17.25
21,13.5,10.75
23,13.5,14.75
10,17,15.5
18,24,17
12,8,10
21,15.5,17.75
15,13.5,14.75
11,8.5,19.25
7,6.5,6.25
12,10,18
8,14,12
6,17,12.5
16,11,6.5
11,10.5,19.25
17,10.5,14.25
21,17.5,10.75
22,26,19
8,11,20.5
14,23,17.5
23,23.5,25.75
7,12.5,11.25
9,18.5,21.25
10,14,18
16,20,16
18,14,17
12,16,23
18,14,15
14,13,13.5
11,21.5,16.75
13,14.5,22.25
25,18.5,24.25
20,18,11
22,18,15
16,16,23
9,6.5,13.25
21,26.5,19.25
8,11,20.5
24,26,26
27,27.5,14.75
5,6.5,5.25
8,16,9
20,16,16
13,8.5,8.25
19,24.5,17.25
18,25,17.5
17,14.5,9.25
22,18,15
26,15,16.5
13,16.5,21.25
20,14,14
16,24,27
15,10.5,17.25
15,12.5,12.25
8,12,7
22,26,20
9,9.5,18.75
17,14.5,10.25
9,12.5,16.25
8,8,5
15,18.5,19.25
23,14.5,8.25
12,12,16
9,17.5,22.75
15,9.5,12.75
21,19.5,10.75
12,22,26
22,27,25.5
26,25,26.5
19,15.5,8.75
15,13.5,8.75
22,20,24
10,18,22
20,19,23.5
14,10,18
14,23,26.5
22,18,14
21,17.5,17.75
5,8.5,15.25
26,20,22
14,14,21
15,21.5,15.75
14,23,13.5
20,18,21
10,15,9.5
5,15.5,18.75
16,14,21
8,11,18.5
14,22,13
16,10,11
13,20.5,24.25
23,18.5,22.25
16,23,15.5
8,13,9.5
9,18.5,22.25
26,27,21.5
20,21,16.5
13,15.5,18.75
18,21,14.5
20,25,21.5
19,13.5,7.75
4,15,21.5
19,15.5,8.75
18,13,11.5
11,20.5,22.25
21,12.5,16.25
28,26,24
10,10,6
8,9,14.5
22,20,17
13,15.5,12.75
14,16,21
22,21,21.5
15,11.5,7.75
22,15,11.5
12,13,13.5
20,21,21.5
20,15,19.5
9,12.5,14.25
17,23.5,15.75
19,17.5,19.75
20,12,11
20,19,19.5
10,9,10.5
6,8,19
26,18,20
19,17.5,10.75
22,16,20
18,20,24
18,19,24.5
2,12,10
9,10.5,9.25
11,18.5,24.25
19,18.5,19.25
17,21.5,13.75
16,22,26
21,15.5,10.75
7,9.5,18.75
21,18.5,20.25
15,16.5,17.25
19,15.5,11.75
20,15,8.5
12,8,10
28,18,17
16,23,17.5
9,8.5,8.25
11,15.5,13.75
9,9.5,17.75
14,14,19
15,22.5,20.25
10,12,12
9,19.5,23.75
14,17,23.5
23,14.5,13.25
13,19.5,15.75
17,21.5,17.75
18,22,14
18,23,19.5
12,15,22.5
16,23,25.5
13,18.5,19.25
19,18.5,20.25
8,6,5
12,10,9
27,24.5,26.25
14,23,20.5
29,18.5,12.25
27,26.5,19.25
23,26.5,26.25
15,18.5,15.25
24,14,19
16,10,17
16,16,16
14,13,17.5
11,18.5,21.25
23,24.5,23.25
13,19.5,19.75
11,7.5,16.75
10,18,22
13,19.5,16.75
17,20.5,16.25
22,14,18
15,15.5,9.75
10,20,21
12,19,24.5
17,14.5,15.25
13,11.5,13.75
11,10.5,8.25
12,19,17.5
12,9,16.5
13,11.5,11.75
24,24,26
20,20,18
22,14,18
9,10.5,19.25
24,22,20
8,20,11
15,15.5,17.75
11,8.5,19.25
24,26,25
18,22,18
7,8.5,16.25
18,25,23.5
10,14,8
19,19.5,14.75
30,27,14.5
22,21,25.5
15,14.5,20.25
14,11,9.5
17,10.5,13.25
29,20.5,19.25
18,15,18.5
12,19,17.5
17,21.5,16.75
8,11,19.5
10,21,15.5
20,19,21.5
8,20,19
12,9,10.5
22,20,24
12,20,21
18,25,25.5
20,18,10
16,11,19.5
13,14.5,8.25
15,22.5,26.25
17,24.5,24.25
19,21.5,15.75
13,15.5,16.75
20,20,18
14,17,19.5
16,15,20.5
14,15,14.5
18,22,15
17,17.5,13.75
15,21.5,22.75
28,29,29.5
16,13,19.5
22,27,15.5
21,16.5,23.25
16,15,18.5
13,13.5,13.75
17,12.5,12.25
18,17,21.5
19,12.5,10.25
14,9,9.5
6,13,9.5
3,17.5,13.75
17,19.5,12.75
11,19.5,11.75
13,22.5,21.25
10,11,6.5
4,5,6.5
14,22,12
14,23,26.5
26,26,28
27,16.5,10.25
5,14.5,15.25
15,11.5,11.75
25,14.5,14.25
22,24,26
16,19,11.5
18,13,18.5
29,17.5,12.75
18,13,8.5
22,14,16
15,10.5,9.25
10,14,15
8,17,18.5
11,7.5,11.75
15,22.5,22.25
21,15.5,16.75
3,17.5,16.75
3,5.5,15.75
10,16,12
6,15,20.5
9,15.5,20.75
6,10,12
19,24.5,16.25
12,11,19.5
20,16,21
18,22,21
18,25,18.5
14,23,26.5
9,17.5,21.75
29,20.5,21.25
19,20.5,15.25
22,14,18
10,10,9
23,13.5,17.75
21,19.5,20.75
10,18,12
6,9,7.5
16,18,21
15,11.5,15.75
9,14.5,13.25
16,15,12.5
29,16.5,9.25
2,11,16.5
10,17,9.5
4,6,17
12,22,19
18,20,15
4,13,16.5
20,20,17
23,20.5,24.25
11,8.5,18.25
20,20,21
30,31,23.5
14,11,17.5
16,24,19
13,18.5,15.25
15,16.5,19.25
17,18.5,12.25
19,17.5,11.75
12,18,21
17,20.5,18.25
13,9.5,9.75
13,18.5,13.25
22,13,7.5
12,13,19.5
18,24,17
19,14.5,16.25
9,20.5,15.25
13,10.5,8.25
26,22,25
11,17.5,16.75
5,13.5,7.75
19,12.5,9.25
7,12.5,16.25
17,11.5,11.75
27,25.5,15.75
14,17,20.5
13,21.5,14.75
14,16,12
11,20.5,24.25
19,22.5,12.25
9,17.5,16.75
10,13,14.5
14,14,22
2,11,8.5
4,16,17
11,21.5,22.75
27,22.5,14.25
22,17,19.5
22,22,15
18,12,21
28,18,16
8,6,17
12,14,9
19,17.5,15.75
12,20,17
16,13,17.5
19,13.5,7.75
8,9,7.5
27,21.5,25.75
22,22,13
10,8,7
24,27,24.5
9,11.5,15.75
14,12,9
18,13,7.5
7,16.5,16.25
11,17.5,21.75
15,23.5,26.75
26,15,11.5
12,8,13
21,23.5,24.75
8,15,17.5
7,14.5,14.25
18,15,11.5
12,15,8.5
13,22.5,12.25
8,8,14
12,8,18
15,22.5,13.25
23,25.5,19.75
8,13,16.5
18,23,22.5
16,18,13
17,16.5,9.25
7,14.5,13.25
11,18.5,18.25
3,12.5,18.25
20,21,19.5
9,20.5,11.25
24,23,23.5
2,9,10.5
17,24.5,15.25
21,14.5,10.25
19,12.5,16.25
9,9.5,7.75
16,10,11
27,26.5,17.25
14,9,15.5
16,19,21.5
23,21.5,15.75
18,19,24.5
14,14,15
19,18.5,13.25
18,23,25.5
19,19.5,23.75
16,15,19.5
16,12,18
16,24,23
17,24.5,19.25
17,24.5,19.25
28,17,22.5
21,25.5,17.75
14,14,13
12,9,17.5
8,8,14
26,20,20
24,28,17
10,19,14.5
11,10.5,18.25
13,16.5,16.25
13,20.5,18.25
20,16,22
11,8.5,18.25
15,10.5,14.25
7,18.5,17.25
11,17.5,21.75
20,22,21
20,18,19
7,14.5,13.25
21,13.5,8.75
21,24.5,21.25
3,10.5,13.25
19,22.5,12.25
5,11.5,19.75
14,12,10
7,11.5,13.75
25,24.5,22.25
14,19,13.5
16,12,17
11,13.5,8.75
19,19.5,11.75
14,11,9.5
22,27,19.5
16,11,14.5
24,18,16
19,24.5,19.25
17,13.5,17.75
14,16,16
12,8,15
26,20,13
10,14,19
22,24,22
25,25.5,25.75
16,16,20
10,13,12.5
10,17,11.5
18,20,21
28,18,24
14,10,12
29,24.5,25.25
23,13.5,17.75
26,28,19
12,10,9
11,21.5,18.75
18,19,10.5
25,22.5,26.25
19,14.5,19.25
7,18.5,17.25
20,26,19
11,10.5,18.25
15,21.5,22.75
10,11,19.5
11,19.5,17.75
23,23.5,17.75
25,16.5,16.25
11,14.5,19.25
19,25.5,27.75
16,13,12.5
17,14.5,12.25
23,20.5,18.25
10,8,13
22,24,16
9,18.5,19.25
12,14,10
20,25,24.5
13,16.5,13.25
20,21,18.5
19,23.5,25.75
13,11.5,17.75
22,24,13
12,16,22
23,24.5,20.25
17,16.5,21.25
14,15,12.5
12,22,18
14,12,10
20,19,11.5
11,17.5,21.75
19,16.5,12.25
15,11.5,8.75
23,21.5,13.75
25,15.5,15.75
9,7.5,12.75
15,13.5,12.75
18,16,22
4,16,19
26,20,20
11,16.5,11.25
19,18.5,20.25
13,22.5,15.25
18,12,13
17,22.5,24.25
20,24,24
23,13.5,11.75
20,26,21
19,14.5,11.25
20,12,8
17,21.5,20.75
8,10,18
23,26.5,28.25
12,22,19
19,19.5,14.75
18,17,15.5
8,20,12
24,26,27
17,19.5,12.75
19,20.5,17.25
15,21.5,20.75
15,9.5,7.75
12,17,18.5
3,6.5,18.25
20,25,27.5
21,22.5,17.25
6,9,19.5
11,8.5,15.25
23,27.5,27.75
15,14.5,8.25
11,9.5,9.75
20,21,20.5
21,14.5,8.25
19,23.5,22.75
18,13,15.5
6,5,14.5
26,21,24.5
11,14.5,15.25
17,14.5,8.25
15,15.5,21.75
13,19.5,12.75
14,16,17
11,15.5,12.75
15,9.5,5.75
27,27.5,19.75
5,18.5,11.25
17,15.5,21.75
16,17,9.5
10,21,22.5
4,4,17
12,15,15.5
18,11,15.5
18,18,23
15,20.5,12.25
13,21.5,14.75
11,20.5,13.25
8,17,11.5
18,17,21.5
19,15.5,8.75
19,16.5,23.25
21,25.5,22.75
18,14,18
12,9,16.5
6,18,20
7,9.5,15.75
24,14,9
11,12.5,21.25
15,11.5,7.75
10,19,24.5
17,16.5,11.25
15,21.5,25.75
19,24.5,23.25
16,21,25.5
21,13.5,13.75
26,26,14
16,13,12.5
24,25,26.5
12,19,10.5
18,23,21.5
15,12.5,19.25
12,22,19
13,19.5,23.75
24,20,22
22,15,21.5
16,18,24
15,13.5,13.75
16,14,22
9,14.5,18.25
20,14,20
15,16.5,21.25
15,20.5,19.25
13,9.5,10.75
15,13.5,7.75
17,16.5,10.25
9,9.5,5.75
15,18.5,23.25
7,7.5,15.75
21,20.5,24.25
24,28,17
10,20,25
14,14,15
19,13.5,18.75
11,8.5,10.25
12,17,13.5
17,23.5,24.75
4,6,10
27,20.5,21.25
21,17.5,10.75
8,8,11
18,21,13.5
11,7.5,10.75
5,7.5,5.75
14,21,11.5
12,11,6.5
5,12.5,13.25
17,16.5,23.25
20,18,10
13,8.5,5.25
28,20,15
22,14,9
19,24.5,23.25
19,11.5,8.75
12,15,18.5
21,20.5,23.25
11,11.5,6.75
12,21,13.5
22,22,20
25,28.5,18.25
9,12.5,12.25
16,19,16.5
21,17.5,14.75
29,22.5,12.25
18,14,10
15,20.5,24.25
19,21.5,20.75
3,6.5,10.25
11,19.5,13.75
30,26,14
21,14.5,19.25
5,5.5,3.75
12,19,20.5
18,25,19.5
16,11,14.5
17,19.5,11.75
24,18,17
20,15,18.5
27,24.5,20.25
16,10,16
18,15,10.5
4,14,16
17,22.5,25.25
26,21,21.5
6,15,15.5
15,22.5,14.25
5,9.5,6.75
18,13,20.5
9,12.5,15.25
23,15.5,13.75
6,9,8.5
19,23.5,12.75
12,14,9
16,17,9.5
18,13,21.5
18,18,22
25,19.5,11.75
7,5.5,4.75
14,20,24
11,21.5,21.75
24,21,22.5
22,14,20
24,24,22
15,14.5,16.25
28,20,18
18,15,12.5
9,12.5,15.25
23,18.5,13.25
14,20,13
17,15.5,10.75
18,21,19.5
27,24.5,18.25
14,13,10.5
14,13,21.5
17,23.5,24.75
10,12,18
14,17,18.5
15,21.5,12.75
10,21,21.5
16,11,6.5
4,14,16
19,17.5,14.75
23,23.5,23.75
16,15,17.5
12,8,17
17,22.5,22.25
2,6,13
23,17.5,19.75
28,27,17.5
16,14,8
10,13,10.5
13,21.5,11.75
17,16.5,19.25
16,12,8
19,20.5,25.25
9,6.5,11.25
9,11.5,19.75
26,27,28.5
19,22.5,17.25
10,14,19
20,15,22.5
18,18,17
21,20.5,11.25
19,13.5,15.75
9,9.5,6.75
5,10.5,8.25
15,21.5,15.75
27,22.5,26.25
10,13,17.5
22,13,10.5
25,18.5,19.25
23,14.5,11.25
17,14.5,20.25
26,27,23.5
25,21.5,14.75
12,14,10
22,22,12
24,16,19
25,27.5,22.75
11,10.5,7.25
5,10.5,11.25
13,19.5,10.75
13,15.5,9.75
17,19.5,17.75
5,15.5,15.75
10,10,11
15,10.5,13.25
27,21.5,12.75
5,6.5,5.25
14,20,24
17,23.5,13.75
6,14,13
18,24,27
11,21.5,14.75
17,12.5,9.25
14,23,25.5
24,26,14
13,14.5,14.25
28,27,27.5
23,19.5,18.75
8,18,22
10,8,10
8,11,14.5
21,26.5,26.25
15,23.5,22.75
16,22,19
14,9,9.5
19,13.5,10.75
8,8,11
18,25,16.5
13,17.5,14.75
24,15,14.5
26,23,25.5
21,21.5,17.75
18,24,27
16,23,25.5
14,14,21
17,20.5,15.25
11,14.5,13.25
16,22,21
16,15,9.5
3,16.5,23.25
20,26,27
9,18.5,21.25
12,8,6
11,20.5,11.25
17,19.5,17.75
11,17.5,9.75
14,11,8.5
17,20.5,23.25
9,6.5,5.25
10,20,18
13,10.5,14.25
26,21,14.5
7,6.5,16.25
25,23.5,24.75
24,26,26
12,17,13.5
20,21,16.5
17,20.5,24.25
14,23,26.5
5,10.5,15.25
22,16,12
21,17.5,15.75
4,12,8
16,22,26
14,17,20.5
15,10.5,18.25
18,16,10
28,18,12
17,24.5,20.25
20,22,22
28,17,15.5
17,14.5,9.25
18,21,17.5
9,16.5,13.25
15,18.5,18.25
21,16.5,21.25
25,18.5,19.25
19,19.5,12.75
17,10.5,10.25
17,14.5,10.25
13,18.5,21.25
24,24,17
24,28,23
13,13.5,20.75
19,20.5,17.25
16,23,15.5
12,19,10.5
3,8.5,13.25
24,19,16.5
16,14,11
16,14,9
8,16,19
20,17,15.5
20,13,20.5
17,22.5,23.25
14,19,23.5
22,23,13.5
16,16,16
18,19,23.5
26,27,19.5
20,16,13
24,18,16
15,14.5,21.25
9,19.5,18.75
15,20.5,14.25
29,21.5,16.75
13,13.5,21.75
18,20,22
23,22.5,12.25
9,17.5,12.75
12,21,11.5
18,22,22
19,23.5,26.75
17,22.5,15.25
25,18.5,21.25
29,23.5,20.75
19,17.5,14.75
10,13,19.5
9,8.5,7.25
16,24,26
24,22,21
14,16,23
26,27,18.5
11,21.5,20.75
15,19.5,10.75
19,15.5,20.75
27,27.5,27.75
26,22,22
19,13.5,18.75
26,21,20.5
21,24.5,26.25
15,21.5,16.75
14,16,16
6,7,11.5
5,18.5,13.25
24,16,12
17,19.5,19.75
16,24,21
8,7,16.5
5,18.5,21.25
17,22.5,26.25
19,22.5,16.25
18,11,12.5
13,12.5,13.25
10,20,18
11,17.5,20.75
15,15.5,16.75
12,20,15
24,18,17
22,21,11.5
28,18,17
22,19,13.5
13,20.5,24.25
26,26,23
19,14.5,22.25
10,14,11
18,25,15.5
4,6,17
2,12,7
10,12,8
24,26,20
14,12,15
24,24,19
30,30,27
9,7.5,12.75
17,12.5,14.25
23,20.5,17.25
16,18,18
19,24.5,16.25
26,22,22
2,12,7
18,25,17.5
29,20.5,21.25
26,27,28.5
22,27,17.5
16,19,17.5
12,11,18.5
10,19,23.5
29,16.5,19.25
25,24.5,14.25
15,15.5,17.75
18,21,18.5
10,17,13.5
24,18,17
18,25,22.5
16,22,16
10,7,17.5
15,9.5,18.75
27,15.5,9.75
17,19.5,24.75
11,12.5,15.25
8,15,8.5
27,28.5,27.25
9,10.5,16.25
14,9,16.5
9,16.5,15.25
17,13.5,8.75
25,22.5,19.25
16,13,21.5
18,18,16
10,16,11
14,10,14
7,14.5,16.25
21,20.5,22.25
20,20,24
14,10,17
22,15,16.5
23,21.5,25.75
11,12.5,18.25
12,13,16.5
14,13,13.5
10,15,20.5
21,15.5,19.75
29,23.5,19.75
12,19,22.5
26,28,17
9,14.5,22.25
8,9,16.5
24,20,20
25,26.5,15.25
24,22,21
18,19,19.5
12,14,19
14,12,17
16,12,15
14,10,15
3,10.5,19.25
9,13.5,13.75
23,20.5,22.25
22,13,11.5
18,15,18.5
13,13.5,21.75
26,23,26.5
15,23.5,20.75
21,21.5,13.75
13,8.5,18.25
8,16,17
13,8.5,6.25
8,8,12
8,10,19
28,19,16.5
12,18,13
21,13.5,19.75
13,9.5,15.75
10,13,7.5
6,10,11
9,20.5,22.25
15,9.5,17.75
8,14,22
18,16,13
21,15.5,21.75
15,12.5,13.25
23,14.5,17.25
24,17,14.5
8,17,9.5
10,8,9
25,28.5,21.25
2,10,11
14,21,22.5
24,25,14.5
17,12.5,13.25
16,20,23
15,20.5,21.25
17,24.5,15.25
23,19.5,17.75
15,20.5,11.25
20,24,21
11,17.5,21.75
12,13,8.5
21,12.5,19.25
20,24,22
11,9.5,18.75
28,19,24.5
19,15.5,22.75
4,13,13.5
20,12,14
28,29,29.5
9,20.5,20.25
21,19.5,20.75
26,21,18.5
17,19.5,14.75
23,20.5,23.25
10,20,17
27,24.5,27.25
24,16,14
13,17.5,20.75
16,16,9
18,24,22
2,3,15.5
19,23.5,15.75
8,8,12
16,18,15
20,26,25
10,21,23.5
13,15.5,8.75
12,15,10.5
9,15.5,19.75
12,9,9.5
10,8,5
10,11,10.5
20,19,13.5
17,23.5,21.75
13,17.5,20.75
10,10,14
12,21,24.5
24,24,13
12,15,18.5
13,16.5,13.25
22,27,26.5
11,18.5,16.25
13,11.5,9.75
8,19,19.5
12,22,22
14,11,10.5
11,20.5,14.25
22,14,8
16,10,20
12,8,17
21,15.5,13.75
22,19,22.5
16,18,18
15,22.5,19.25
10,14,8
16,15,13.5
15,13.5,15.75
16,16,21
10,11,13.5
17,10.5,6.25
29,21.5,12.75
17,17.5,18.75
24,17,13.5
16,15,9.5
23,24.5,16.25
11,18.5,12.25
29,23.5,24.75
14,23,20.5
19,17.5,12.75
14,12,16
21,24.5,18.25
20,26,28
15,10.5,20.25
13,18.5,18.25
17,17.5,10.75
17,11.5,11.75
22,17,15.5
14,11,13.5
17,15.5,9.75
11,12.5,12.25
15,20.5,14.25
15,16.5,21.25
20,15,9.5
21,16.5,12.25
15,20.5,19.25
10,8,11
19,17.5,14.75
14,21,24.5
10,7,10.5
19,25.5,21.75
25,23.5,15.75
9,17.5,23.75
16,14,10
13,15.5,19.75
7,19.5,15.75
14,19,14.5
22,18,19
22,19,23.5
16,13,11.5
15,20.5,12.25
13,14.5,17.25
3,9.5,7.75
26,28,15
16,10,8
15,22.5,22.25
17,17.5,9.75
18,16,10
5,6.5,7.25
19,25.5,18.75
12,11,7.5
18,15,10.5
30,24,27
19,23.5,13.75
22,26,28
13,21.5,23.75
20,26,26
16,16,22
16,18,22
28,21,11.5
15,9.5,16.75
13,18.5,24.25
14,21,19.5
19,24.5,19.25
15,23.5,23.75
22,23,21.5
10,13,11.5
14,11,13.5
6,16,9
19,23.5,23.75
16,13,11.5
19,17.5,22.75
13,20.5,16.25
15,10.5,17.25
9,16.5,10.25
14,9,9.5
12,13,17.5
17,15.5,16.75
8,10,11
28,19,12.5
24,24,17
23,27.5,23.75
15,15.5,18.75
16,16,12
19,12.5,13.25
22,27,23.5
7,5.5,8.75
11,13.5,15.75
22,23,12.5
21,14.5,21.25
23,15.5,16.75
18,12,19
11,16.5,17.25
7,10.5,13.25
9,19.5,10.75
12,15,15.5
16,20,18
18,19,21.5
20,20,11
19,21.5,20.75
4,5,4.5
26,17,21.5
15,19.5,10.75
24,18,16
22,18,12
15,18.5,19.25
13,16.5,16.25
16,16,17
19,24.5,14.25
7,12.5,17.25
17,22.5,18.25
18,12,21
24,16,11
26,23,19.5
24,22,25
6,19,13.5
17,13.5,10.75
17,16.5,15.25
16,20,22
18,17,16.5
10,16,12
10,8,8
6,9,9.5
18,25,15.5
14,15,22.5
18,22,24
11,8.5,15.25
19,24.5,18.25
12,14,11
18,20,22
16,18,17
14,16,10
11,12.5,8.25
23,18.5,20.25
18,23,15.5
19,15.5,18.75
24,15,8.5
27,26.5,18.25
24,26,23
9,14.5,16.25
24,28,15
16,13,8.5
22,23,20.5
28,30,28
22,26,20
18,14,11
24,26,17
15,19.5,21.75
15,18.5,21.25
18,20,18
9,8.5,16.25
14,16,11
13,22.5,20.25
8,19,14.5
11,9.5,13.75
21,18.5,11.25
16,19,15.5
19,18.5,15.25
6,14,16
3,17.5,15.75
18,15,21.5
17,13.5,14.75
3,17.5,20.75
3,11.5,14.75
9,7.5,5.75
14,10,11
7,12.5,21.25
16,21,22.5
13,8.5,7.25
13,16.5,10.25
2,15,15.5
12,9,9.5
16,22,20
15,19.5,23.75
11,9.5,10.75
7,13.5,14.75
8,18,12
15,15.5,11.75
6,12,13
11,20.5,17.25
16,12,8
22,21,14.5
19,17.5,11.75
14,17,9.5
18,14,15
24,24,17
15,23.5,25.75
14,18,21
16,22,23
20,15,20.5
3,4.5,10.25
18,18,15
9,19.5,13.75
13,18.5,11.25
22,22,12
19,24.5,23.25
15,12.5,21.25
17,17.5,13.75
5,8.5,19.25
14,9,14.5
5,9.5,11.75
10,8,5
14,18,22
10,19,23.5
26,20,19
13,9.5,6.75
27,28.5,15.25
7,6.5,6.25
26,15,12.5
17,16.5,20.25
12,13,13.5
23,27.5,14.75
22,26,15
16,10,11
13,19.5,20.75
16,21,23.5
23,13.5,16.75
15,14.5,14.25
16,15,22.5
15,22.5,13.25
13,10.5,8.25
14,17,11.5
7,11.5,17.75
15,10.5,10.25
27,27.5,28.75
18,16,12
9,8.5,11.25
21,17.5,17.75
23,21.5,14.75
18,22,22
6,17,16.5
21,14.5,16.25
7,10.5,9.25
8,15,15.5
29,30.5,19.25
19,16.5,16.25
14,19,17.5
15,21.5,17.75
23,21.5,13.75
11,16.5,21.25
9,6.5,18.25
14,10,19
22,21,16.5
23,27.5,24.75
9,6.5,12.25
29,19.5,13.75
20,16,17
17,15.5,18.75
17,16.5,14.25
18,24,16
10,15,18.5
21,26.5,27.25
23,13.5,7.75
8,8,17
2,14,14
26,15,17.5
20,17,19.5
17,22.5,21.25
17,20.5,12.25
20,18,18
18,24,23
20,13,8.5
24,23,21.5
8,16,12
16,24,17
12,8,19
27,22.5,26.25
9,15.5,14.75
12,18,21
17,18.5,11.25
14,16,12
14,13,20.5
11,21.5,25.75
14,18,15
22,22,24
22,15,18.5
8,6,9
19,11.5,10.75
7,6.5,13.25
19,24.5,16.25
15,20.5,17.25
21,26.5,17.25
19,17.5,21.75
17,12.5,21.25
18,17,14.5
14,23,14.5
24,22,20
16,10,19
26,15,15.5
19,12.5,15.25
14,14,16
8,9,19.5
16,10,20
13,15.5,20.75
23,18.5,16.25
12,10,19
26,22,17
22,17,17.5
12,18,15
22,16,21
10,21,24.5
15,21.5,20.75
15,16.5,17.25
17,12.5,7.25
7,18.5,10.25
16,24,19
27,28.5,28.25
19,12.5,7.25
19,19.5,22.75
17,23.5,17.75
23,22.5,15.25
17,23.5,17.75
16,15,18.5
10,14,16
13,9.5,7.75
19,11.5,8.75
3,12.5,9.25
26,24,23
23,13.5,7.75
22,20,19
8,7,12.5
17,21.5,13.75
11,7.5,14.75
14,17,9.5
22,24,27
28,20,20
20,26,27
18,14,9
13,12.5,20.25
27,18.5,14.25
9,17.5,11.75
27,15.5,19.75
13,20.5,23.25
26,24,19
14,20,22
7,18.5,12.25
12,14,22
13,20.5,17.25
25,17.5,21.75
8,18,10
19,22.5,23.25
12,9,14.5
19,17.5,23.75
22,14,8
13,10.5,19.25
21,15.5,12.75
15,12.5,17.25
21,22.5,16.25
19,17.5,12.75
20,18,22
27,21.5,18.75
18,25,26.5
14,15,8.5
16,24,23
12,8,8
8,20,11
23,14.5,15.25
9,7.5,6.75
15,18.5,20.25
22,14,19
29,16.5,10.25
15,16.5,17.25
5,11.5,11.75
17,17.5,16.75
15,19.5,21.75
26,28,18
9,7.5,17.75
22,20,14
15,23.5,19.75
12,22,20
14,12,10
17,21.5,25.75
22,16,10
16,15,14.5
6,6,8
18,19,10.5
25,27.5,20.75
10,7,6.5
26,17,14.5
12,13,17.5
21,19.5,17.75
26,15,19.5
20,24,16
17,17.5,18.75
13,16.5,23.25
6,8,8
17,21.5,25.75
22,23,23.5
15,13.5,7.75
19,16.5,22.25
16,15,13.5
12,15,18.5
11,13.5,11.75
9,20.5,23.25
25,14.5,8.25
7,8.5,8.25
17,22.5,26.25
22,24,22
16,24,24
18,15,20.5
21,12.5,20.25
16,24,22
15,20.5,25.25
24,20,18
18,19,10.5
25,28.5,24.25
28,30,24
18,18,10
6,17,17.5
13,19.5,20.75
16,24,16
9,7.5,10.75
6,16,20
11,18.5,10.25
16,19,13.5
13,10.5,18.25
16,11,8.5
7,8.5,19.25
16,17,16.5
11,12.5,19.25
27,23.5,21.75
18,19,11.5
20,18,14
14,20,24
21,24.5,27.25
17,15.5,10.75
15,16.5,9.25
21,24.5,17.25
14,12,12
11,13.5,14.75
18,11,7.5
24,22,12
26,21,23.5
9,16.5,14.25
10,21,15.5
13,8.5,9.25
21,25.5,19.75
21,16.5,15.25
12,18,15
20,22,26
13,17.5,11.75
25,19.5,23.75
17,17.5,23.75
19,13.5,8.75
11,11.5,16.75
14,11,16.5
17,12.5,10.25
10,8,16
8,18,21
19,24.5,22.25
16,14,17
8,9,7.5
17,17.5,15.75
16,19,12.5
20,25,17.5
18,16,20
18,14,13
13,15.5,14.75
18,23,24.5
23,14.5,22.25
15,21.5,13.75
18,12,17
18,21,14.5
18,11,7.5
16,14,10
13,11.5,15.75
17,21.5,24.75
21,14.5,10.25
13,12.5,12.25
15,10.5,7.25
11,15.5,21.75
25,20.5,11.25
22,13,16.5
18,22,15
11,14.5,17.25
19,23.5,12.75
29,25.5,13.75
10,14,18
18,12,11
16,17,20.5
20,18,14
14,20,13
19,11.5,18.75
6,7,13.5
12,17,10.5
18,24,22
10,13,16.5
11,7.5,5.75
10,16,15
18,19,19.5
5,4.5,12.25
6,7,14.5
8,16,22
13,21.5,24.75
18,11,15.5
21,16.5,14.25
2,13,20.5
28,18,14
19,12.5,8.25
15,11.5,9.75
21,24.5,16.25
16,17,22.5
6,19,14.5
15,15.5,17.75
9,7.5,9.75
27,27.5,24.75
18,24,27
22,22,23
18,13,7.5
10,16,15
